# Auto-collated output:
# x: Time
# y: [F-actin]
# columns: Cooperativity
#     ['Vectorial', '1e+00', '1e+04', '1e+08']

0.0 -0.00136 -0.00136 -0.00136 -0.00136
1.0 0.635019 0.634088 0.635152 0.636081
2.0 1.25785 1.25604 1.258 1.25814
3.0 1.86575 1.86311 1.86657 1.86591
4.0 2.46173 2.45961 2.46219 2.46283
5.0 3.04582 3.04359 3.04547 3.04424
6.0 3.61647 3.61288 3.61732 3.61483
7.0 4.1731 4.17065 4.17589 4.17344
8.0 4.71836 4.71873 4.72083 4.72029
9.0 5.25468 5.25338 5.25365 5.25649
10.0 5.77959 5.77795 5.77691 5.77996
11.0 6.29096 6.2912 6.28985 6.29116
12.0 6.79476 6.79264 6.79186 6.79148
13.0 7.28524 7.28363 7.28185 7.28425
14.0 7.76604 7.76295 7.76166 7.76462
15.0 8.23552 8.23321 8.23182 8.23507
16.0 8.69678 8.69448 8.69141 8.69435
17.0 9.14718 9.14462 9.14168 9.14387
18.0 9.58757 9.5855 9.58218 9.58493
19.0 10.0187 10.0163 10.0131 10.0163
20.0 10.4413 10.4386 10.4338 10.4395
21.0 10.8539 10.8518 10.8474 10.8526
22.0 11.2591 11.2561 11.2534 11.257
23.0 11.6555 11.651 11.6486 11.6525
24.0 12.0426 12.0388 12.0367 12.0401
25.0 12.422 12.4179 12.4163 12.4197
26.0 12.7931 12.7889 12.7872 12.7919
27.0 13.1569 13.1519 13.1513 13.1532
28.0 13.5131 13.5073 13.5067 13.5094
29.0 13.8594 13.8563 13.8531 13.8587
30.0 14.2007 14.1954 14.1926 14.1983
31.0 14.5328 14.5281 14.5277 14.531
32.0 14.8584 14.8544 14.8545 14.8573
33.0 15.178 15.1733 15.1745 15.1757
34.0 15.4907 15.4866 15.4868 15.4888
35.0 15.7967 15.7935 15.7925 15.7943
36.0 16.0959 16.0924 16.091 16.093
37.0 16.3884 16.3862 16.3834 16.3857
38.0 16.6755 16.6735 16.6702 16.6719
39.0 16.9547 16.9535 16.9514 16.9521
40.0 17.2293 17.2266 17.2267 17.226
41.0 17.4978 17.4948 17.494 17.4947
42.0 17.7597 17.7574 17.7565 17.7582
43.0 18.016 18.0139 18.0142 18.0172
44.0 18.2677 18.267 18.2651 18.2704
45.0 18.5144 18.5131 18.5129 18.5167
46.0 18.7556 18.7543 18.7541 18.7579
47.0 18.9919 18.9902 18.9887 18.9941
48.0 19.2219 19.2218 19.2204 19.225
49.0 19.4484 19.4478 19.4466 19.4513
50.0 19.6693 19.6683 19.6677 19.6735
51.0 19.8862 19.8848 19.8835 19.8909
52.0 20.0976 20.0962 20.0961 20.1025
53.0 20.3044 20.3048 20.3041 20.3104
54.0 20.5064 20.5073 20.5075 20.5144
55.0 20.7052 20.7056 20.7066 20.7127
56.0 20.8998 20.9001 20.901 20.9064
57.0 21.0908 21.0915 21.0908 21.0963
58.0 21.2772 21.2776 21.2767 21.2821
59.0 21.4602 21.4602 21.4595 21.4641
60.0 21.6388 21.6388 21.6373 21.6428
61.0 21.8151 21.8133 21.8122 21.8173
62.0 21.9869 21.9842 21.9831 21.989
63.0 22.1542 22.1516 22.1515 22.1552
64.0 22.319 22.3151 22.3152 22.3194
65.0 22.4789 22.4757 22.4748 22.4803
66.0 22.6355 22.632 22.6311 22.6371
67.0 22.7892 22.7859 22.7843 22.7908
68.0 22.9388 22.9363 22.9347 22.9406
69.0 23.0851 23.0835 23.0811 23.0888
70.0 23.2283 23.2268 23.2253 23.2327
71.0 23.3691 23.3669 23.3655 23.3733
72.0 23.5065 23.5051 23.5023 23.5106
73.0 23.6421 23.6392 23.6373 23.6456
74.0 23.7744 23.7708 23.7693 23.7773
75.0 23.9028 23.9 23.8995 23.9055
76.0 24.0295 24.0262 24.0265 24.0321
77.0 24.1533 24.1497 24.1497 24.1567
78.0 24.2746 24.2715 24.2712 24.2772
79.0 24.3933 24.3898 24.3909 24.3953
80.0 24.5088 24.506 24.5068 24.5111
81.0 24.6216 24.6198 24.62 24.625
82.0 24.733 24.7311 24.7313 24.7356
83.0 24.8412 24.8395 24.8398 24.8437
84.0 24.9473 24.9458 24.9461 24.9498
85.0 25.0519 25.0499 25.0505 25.0534
86.0 25.154 25.1517 25.1528 25.155
87.0 25.2537 25.2513 25.2525 25.2544
88.0 25.3511 25.3492 25.3494 25.352
89.0 25.4474 25.4446 25.4448 25.4478
90.0 25.5415 25.5383 25.5384 25.5412
91.0 25.6322 25.6295 25.63 25.6325
92.0 25.7217 25.7195 25.7194 25.7224
93.0 25.8096 25.8074 25.8062 25.8102
94.0 25.8948 25.8924 25.8918 25.8963
95.0 25.9777 25.9767 25.9756 25.98
96.0 26.0602 26.0593 26.0583 26.0624
97.0 26.1402 26.1405 26.1386 26.1429
98.0 26.2187 26.2193 26.2176 26.2218
99.0 26.2957 26.2969 26.2947 26.299
100.0 26.3712 26.3723 26.3706 26.374
101.0 26.445 26.4458 26.4444 26.4471
102.0 26.5171 26.5177 26.5167 26.5194
103.0 26.5873 26.589 26.5875 26.5897
104.0 26.6568 26.6577 26.6572 26.6589
105.0 26.7243 26.7251 26.725 26.7271
106.0 26.7913 26.7914 26.7914 26.7931
107.0 26.8566 26.8563 26.8567 26.8577
108.0 26.9197 26.9196 26.92 26.921
109.0 26.9819 26.9817 26.982 26.9834
110.0 27.0421 27.0421 27.0427 27.0443
111.0 27.101 27.1017 27.1021 27.1039
112.0 27.1602 27.1611 27.1606 27.1626
113.0 27.2171 27.218 27.2184 27.219
114.0 27.2732 27.2743 27.2741 27.275
115.0 27.3275 27.3292 27.3291 27.3298
116.0 27.3811 27.3829 27.3832 27.3827
117.0 27.4332 27.4351 27.4356 27.4345
118.0 27.4844 27.4861 27.4867 27.4855
119.0 27.5347 27.536 27.5366 27.5352
120.0 27.5841 27.5849 27.5859 27.5845
121.0 27.6322 27.6329 27.6339 27.6328
122.0 27.6791 27.6795 27.6809 27.6798
123.0 27.725 27.7254 27.7267 27.7254
124.0 27.7701 27.7702 27.7722 27.7709
125.0 27.8139 27.8148 27.8163 27.8147
126.0 27.8571 27.8582 27.8593 27.8576
127.0 27.8989 27.9007 27.9017 27.9
128.0 27.9403 27.942 27.9433 27.9417
129.0 27.9805 27.9822 27.9834 27.9819
130.0 28.0203 28.0215 28.0233 28.0215
131.0 28.0589 28.0602 28.0618 28.0604
132.0 28.0972 28.0981 28.0993 28.0984
133.0 28.1343 28.1355 28.1364 28.1356
134.0 28.1705 28.1713 28.1729 28.172
135.0 28.2058 28.2069 28.2081 28.2073
136.0 28.2408 28.2415 28.2432 28.2423
137.0 28.275 28.2754 28.2773 28.2763
138.0 28.3085 28.3089 28.3107 28.3094
139.0 28.341 28.3412 28.3431 28.3421
140.0 28.3734 28.373 28.3745 28.3737
141.0 28.4045 28.4043 28.4057 28.4049
142.0 28.4348 28.4349 28.4363 28.4361
143.0 28.4647 28.4645 28.4662 28.4664
144.0 28.4939 28.4936 28.4952 28.4956
145.0 28.5226 28.5221 28.5241 28.524
146.0 28.5508 28.5499 28.5522 28.5522
147.0 28.5788 28.5775 28.5795 28.5795
148.0 28.6056 28.6049 28.6064 28.6064
149.0 28.6316 28.6307 28.633 28.6328
150.0 28.6569 28.6562 28.6586 28.6589
151.0 28.682 28.6814 28.6832 28.6836
152.0 28.7066 28.7059 28.7078 28.708
153.0 28.7306 28.7301 28.7317 28.7317
154.0 28.7546 28.7535 28.7554 28.7556
155.0 28.7775 28.7768 28.7785 28.7784
156.0 28.8002 28.7995 28.8012 28.801
157.0 28.8222 28.8216 28.8232 28.8235
158.0 28.844 28.8431 28.8449 28.8449
159.0 28.8653 28.8642 28.8661 28.8664
160.0 28.8861 28.8849 28.8869 28.8868
161.0 28.9063 28.9054 28.9075 28.907
162.0 28.9262 28.9252 28.9276 28.9271
163.0 28.9458 28.9448 28.9472 28.9464
164.0 28.9645 28.9637 28.9663 28.9657
165.0 28.9833 28.9827 28.9846 28.9844
166.0 29.0016 29.001 29.003 29.0027
167.0 29.0195 29.019 29.0207 29.0204
168.0 29.0371 29.0366 29.0381 29.0377
169.0 29.0544 29.0537 29.0554 29.0545
170.0 29.0711 29.0709 29.0724 29.0712
171.0 29.0875 29.0874 29.0887 29.0876
172.0 29.1036 29.1035 29.105 29.1036
173.0 29.1188 29.1191 29.1208 29.1195
174.0 29.1342 29.1342 29.1364 29.1353
175.0 29.1492 29.1495 29.1514 29.1504
176.0 29.1642 29.1643 29.1663 29.165
177.0 29.1787 29.1788 29.1805 29.1794
178.0 29.1928 29.1929 29.1943 29.1932
179.0 29.2068 29.2066 29.2081 29.2069
180.0 29.2206 29.2205 29.2215 29.2202
181.0 29.2342 29.2338 29.2345 29.2334
