# Auto-collated output:
# x: Time (s)
# y: [Pi] (uM)
# columns: release cooperativity
#     [1, 1000, 1000000]

0.0 0.0 0.0 0.0
10.0 0.0 0.0 0.0
20.0 0.05829 0.04152 0.04098
30.0 0.22227 0.20097 0.25353
40.0 0.46947 0.4797 0.56268
50.0 0.77628 0.82833 0.89079
60.0 1.14585 1.22658 1.21869
70.0 1.54596 1.65108 1.54587
80.0 1.97088 2.09913 1.87317
90.0 2.41587 2.56356 2.20197
100.0 2.87814 3.03612 2.54568
110.0 3.34629 3.49905 2.88288
120.0 3.81972 3.97107 3.23304
130.0 4.29693 4.45275 3.57399
140.0 4.77411 4.92336 3.92889
150.0 5.24307 5.3829 4.28208
160.0 5.71179 5.8491 4.63821
170.0 6.17298 6.30396 5.0022
180.0 6.63555 6.7485 5.34993
190.0 7.08747 7.19496 5.70318
200.0 7.52856 7.63605 6.05589
210.0 7.95975 8.06292 6.39708
220.0 8.38875 8.48319 6.74805
230.0 8.8119 8.90535 7.09059
240.0 9.2316 9.32262 7.42683
250.0 9.63564 9.72588 7.77744
260.0 10.0362 10.1245 8.12649
270.0 10.4276 10.5161 8.47437
280.0 10.8161 10.9049 8.83179
290.0 11.1956 11.2812 9.18735
300.0 11.5674 11.6557 9.5553
310.0 11.9256 12.0208 9.9282
320.0 12.2845 12.3835 10.3213
330.0 12.6354 12.7416 10.6979
340.0 12.9778 13.0903 11.1031
350.0 13.3131 13.4275 11.5316
360.0 13.6424 13.7616 11.9474
370.0 13.9691 14.0885 12.3735
380.0 14.2908 14.4064 12.8012
390.0 14.6053 14.7177 13.2233
400.0 14.9062 15.0218 13.6414
410.0 15.2078 15.3294 14.0383
420.0 15.5046 15.6154 14.4424
430.0 15.7973 15.8969 14.8452
440.0 16.0835 16.1833 15.2353
450.0 16.3593 16.4571 15.6285
460.0 16.6289 16.7386 16.0074
470.0 16.8971 17.007 16.379
480.0 17.1579 17.2675 16.7446
490.0 17.4134 17.5214 17.1115
500.0 17.6697 17.7702 17.4572
510.0 17.9213 18.0184 17.8106
520.0 18.1597 18.2687 18.1693
530.0 18.3971 18.5128 18.5233
540.0 18.6287 18.7556 18.8711
550.0 18.8582 18.9875 19.2149
560.0 19.0835 19.2248 19.5507
570.0 19.2989 19.4555 19.8883
580.0 19.5182 19.6716 20.2258
590.0 19.7267 19.8858 20.5534
600.0 19.9361 20.0926 20.8771
610.0 20.1397 20.3004 21.1985
620.0 20.3402 20.5068 21.5187
630.0 20.5356 20.7068 21.8508
640.0 20.7274 20.9051 22.1789
650.0 20.9136 21.0933 22.5058
660.0 21.098 21.2802 22.8398
670.0 21.2784 21.4706 23.1723
680.0 21.4513 21.6574 23.5039
690.0 21.6237 21.8386 23.8294
700.0 21.7954 22.0136 24.1475
710.0 21.9572 22.1797 24.4699
720.0 22.1204 22.3478 24.7805
730.0 22.2808 22.5099 25.0866
740.0 22.437 22.6786 25.3966
750.0 22.5921 22.8373 25.7006
760.0 22.7409 22.9918 25.9985
770.0 22.8882 23.1456 26.2988
780.0 23.0321 23.2904 26.5986
790.0 23.1745 23.4324 26.893
800.0 23.3172 23.5808 27.1929
810.0 23.4509 23.7241 27.4898
820.0 23.5864 23.8663 27.7818
830.0 23.7168 24.0052 28.0701
840.0 23.8462 24.1407 28.3552
850.0 23.9716 24.2682 28.6416
860.0 24.0935 24.3959 28.9279
870.0 24.2183 24.5194 29.2128
880.0 24.3351 24.6412 29.483
890.0 24.4536 24.7585 29.6998
900.0 24.5719 24.8773 29.8424
910.0 24.6843 24.9919 29.9287
920.0 24.7964 25.1064 29.9777
930.0 24.9074 25.2136 29.9934
940.0 25.0089 25.3227 29.9969
950.0 25.1134 25.4284 29.9971
960.0 25.2143 25.5302 29.9972
970.0 25.3115 25.6309 29.9975
980.0 25.406 25.7301 29.9976
990.0 25.4993 25.8213 29.9977
1000.0 25.5923 25.9142 29.9978
1010.0 25.6834 26.006 29.9979
1020.0 25.7744 26.0906 29.9981
1030.0 25.8601 26.1781 29.9982
1040.0 25.9474 26.2637 29.9984
1050.0 26.032 26.3459 29.9985
1060.0 26.1166 26.4226 29.9986
1070.0 26.1958 26.4977 29.9987
1080.0 26.2748 26.5723 29.9988
1090.0 26.3493 26.6467 29.9989
1100.0 26.4267 26.7218 29.999
1110.0 26.4996 26.7933 29.9992
1120.0 26.5743 26.8635 29.9993
1130.0 26.6447 26.9323 29.9993
1140.0 26.7178 26.9976 29.9994
1150.0 26.7839 27.0625 29.9994
1160.0 26.8505 27.1261 29.9995
1170.0 26.9171 27.1831 29.9995
1180.0 26.9823 27.2487 29.9995
1190.0 27.0456 27.3081 29.9995
1200.0 27.1058 27.3689 29.9995
1210.0 27.1646 27.4271 29.9995
1220.0 27.2191 27.485 29.9995
1230.0 27.2766 27.5428 29.9995
1240.0 27.3312 27.5962 29.9995
1250.0 27.3852 27.6546 29.9995
1260.0 27.4388 27.7098 29.9995
1270.0 27.4932 27.7617 29.9996
1280.0 27.5422 27.8135 29.9996
1290.0 27.5917 27.8608 29.9996
1300.0 27.6337 27.9062 29.9996
1310.0 27.6828 27.9563 29.9996
1320.0 27.7327 28.0014 29.9996
1330.0 27.7802 28.0529 29.9996
1340.0 27.8255 28.0947 29.9996
1350.0 27.8725 28.1406 29.9996
1360.0 27.9139 28.1852 29.9996
1370.0 27.959 28.2266 29.9997
1380.0 28.0039 28.2738 29.9997
1390.0 28.0454 28.3166 29.9997
1400.0 28.0885 28.3587 29.9997
1410.0 28.1301 28.4011 29.9997
1420.0 28.1702 28.4396 29.9997
1430.0 28.2097 28.4792 29.9997
1440.0 28.2493 28.5226 29.9997
1450.0 28.2887 28.5593 29.9997
1460.0 28.3261 28.5986 29.9997
1470.0 28.363 28.637 29.9997
1480.0 28.399 28.6748 29.9997
1490.0 28.4344 28.7127 29.9997
1500.0 28.4684 28.747 29.9997
1510.0 28.5036 28.781 29.9997
1520.0 28.5371 28.8157 29.9997
1530.0 28.5711 28.848 29.9997
1540.0 28.6013 28.8805 29.9997
1550.0 28.6328 28.9111 29.9997
1560.0 28.6651 28.9436 29.9997
1570.0 28.6955 28.9747 29.9997
1580.0 28.7246 29.0021 29.9997
1590.0 28.7519 29.0312 29.9997
1600.0 28.7817 29.0578 29.9997
1610.0 28.8098 29.0858 29.9997
1620.0 28.8344 29.1112 29.9997
1630.0 28.8609 29.1395 29.9997
1640.0 28.8867 29.1617 29.9997
1650.0 28.9098 29.1881 29.9997
1660.0 28.9328 29.2125 29.9997
1670.0 28.9538 29.237 29.9997
1680.0 28.9722 29.2616 29.9997
1690.0 28.9944 29.2841 29.9997
1700.0 29.0167 29.306 29.9997
1710.0 29.0378 29.3276 29.9997
1720.0 29.0601 29.3495 29.9997
1730.0 29.0828 29.3677 29.9997
1740.0 29.1019 29.3877 29.9997
1750.0 29.1236 29.4084 29.9997
1760.0 29.1445 29.4289 29.9997
1770.0 29.165 29.4487 29.9997
1780.0 29.1859 29.4686 29.9997
1790.0 29.2042 29.4889 29.9997
1800.0 29.2241 29.5072 29.9997
1810.0 29.2413 29.5268 29.9997
1820.0 29.2604 29.5449 29.9997
1830.0 29.2774 29.5648 29.9997
1840.0 29.2945 29.5833 29.9997
1850.0 29.3127 29.6032 29.9997
1860.0 29.3307 29.6209 29.9997
1870.0 29.3481 29.6373 29.9997
1880.0 29.362 29.6545 29.9997
1890.0 29.3766 29.6715 29.9997
1900.0 29.393 29.6871 29.9997
1910.0 29.4058 29.7032 29.9997
1920.0 29.4198 29.7187 29.9997
1930.0 29.4334 29.7337 29.9997
1940.0 29.4478 29.7474 29.9997
1950.0 29.4627 29.7638 29.9997
1960.0 29.4744 29.7777 29.9997
1970.0 29.4874 29.7924 29.9997
1980.0 29.5011 29.8061 29.9997
1990.0 29.5137 29.82 29.9997
2000.0 29.5266 29.8347 29.9997
2010.0 29.5389 29.8466 29.9997
2020.0 29.5506 29.8575 29.9997
2030.0 29.5627 29.8699 29.9997
2040.0 29.5736 29.8802 29.9997
2050.0 29.5839 29.8921 29.9997
2060.0 29.5948 29.9024 29.9997
2070.0 29.6056 29.9133 29.9997
2080.0 29.6158 29.924 29.9997
2090.0 29.6249 29.9336 29.9997
2100.0 29.6353 29.9429 29.9997
2110.0 29.6459 29.9523 29.9997
2120.0 29.6548 29.961 29.9997
2130.0 29.6628 29.9672 29.9997
2140.0 29.6726 29.9737 29.9997
2150.0 29.6815 29.98 29.9997
2160.0 29.6903 29.9841 29.9997
2170.0 29.6982 29.9882 29.9997
2180.0 29.7058 29.9903 29.9997
2190.0 29.7142 29.9926 29.9997
2200.0 29.7218 29.9952 29.9997
2210.0 29.7309 29.9964 29.9997
2220.0 29.7383 29.9976 29.9997
2230.0 29.7455 29.9983 29.9997
2240.0 29.7539 29.9987 29.9997
2250.0 29.7627 29.9988 29.9997
2260.0 29.7691 29.999 29.9997
2270.0 29.7759 29.9993 29.9997
2280.0 29.7821 29.9995 29.9997
2290.0 29.7891 29.9996 29.9997
2300.0 29.7952 29.9997 29.9997
2310.0 29.8021 29.9997 29.9997
2320.0 29.8091 29.9997 29.9997
2330.0 29.8157 29.9997 29.9997
2340.0 29.8219 29.9997 29.9997
2350.0 29.828 29.9997 29.9997
2360.0 29.8335 29.9997 29.9997
2370.0 29.8398 29.9997 29.9997
2380.0 29.8448 29.9997 29.9997
2390.0 29.8503 29.9997 29.9997
2400.0 29.8563 29.9997 29.9997
2410.0 29.8623 29.9997 29.9997
2420.0 29.8671 29.9997 29.9997
2430.0 29.8719 29.9997 29.9997
2440.0 29.8767 29.9997 29.9997
2450.0 29.8814 29.9997 29.9997
2460.0 29.8865 29.9997 29.9997
2470.0 29.8901 29.9997 29.9997
2480.0 29.8945 29.9997 29.9997
2490.0 29.899 29.9997 29.9997
2500.0 29.9034 29.9997 29.9997
