# Auto-collated output:
# x: initial_pi_concentration
# y: real_asymptotic_adppi
# columns: release_cooperativity
#     [1.0, 1.7782800000000001, 3.16228, 5.6234099999999998, 10.0, 17.782800000000002, 31.622800000000002, 56.234099999999998, 100.0, 177.828, 316.22800000000001, 562.34100000000001, 1000.0, 1778.28, 3162.2800000000002, 5623.4099999999999, 10000.0, 17782.799999999999, 31622.799999999999, 56234.099999999999, 100000.0, 177828.0, 316228.0, 562341.0, 1000000.0]

10.0 0.027615 0.01648335 0.00976165 0.00574335 0.003558335 0.00215 0.001358335 0.000850835 0.00052 0.0003541665 0.0002225 0.0001733335 9.75e-05 7.5e-05 5.58335e-05 3.583335e-05 2.416665e-05 2e-05 1.166665e-05 9.16665e-06 1.083335e-05 2.5e-06 5.83335e-06 6.66665e-06 3.333335e-06
12.0051 0.02750335 0.0162675 0.00965 0.0058075 0.003486665 0.0021125 0.0014175 0.000819165 0.000543335 0.0003625 0.0002358335 0.0001558335 0.0001133335 6.91665e-05 4.833335e-05 3.5e-05 1.666665e-05 1.333335e-05 1.75e-05 8.33335e-06 7.5e-06 8.33335e-06 3.333335e-06 6.66665e-06 8.33335e-07
14.4122 0.02751085 0.01635915 0.00964835 0.00577665 0.0035525 0.0021125 0.001328335 0.000874165 0.000550835 0.0003716665 0.00025 0.0001633335 0.00011 8.66665e-05 5.58335e-05 3e-05 3.083335e-05 1.583335e-05 1.583335e-05 1.25e-05 6.66665e-06 7.5e-06 3.333335e-06 4.166665e-06 4.166665e-06
17.302 0.02732665 0.01632415 0.00961085 0.00579915 0.00354 0.002125835 0.001303335 0.0008225 0.0005425 0.0003408335 0.0002291665 0.00015 0.000105 7.58335e-05 5.83335e-05 4.75e-05 2.166665e-05 1.5e-05 1.583335e-05 7.5e-06 1.083335e-05 4.166665e-06 3.333335e-06 4.166665e-06 2.5e-06
20.7711 0.02766835 0.0162575 0.0098375 0.0058775 0.0035325 0.00222 0.001343335 0.000861665 0.000534165 0.0003541665 0.0002258335 0.0001608335 0.0001008335 7.75e-05 6e-05 3.583335e-05 3.166665e-05 1.583335e-05 9.16665e-06 1e-05 8.33335e-06 6.66665e-06 7.5e-06 6.66665e-06 1.666665e-06
24.9359 0.02759415 0.01618585 0.00963915 0.00583585 0.00356 0.002165835 0.001320835 0.0008325 0.000556665 0.0003541665 0.00021 0.0001508335 0.0001116665 7.25e-05 6e-05 3.75e-05 2.583335e-05 1.5e-05 1.333335e-05 1.5e-05 8.33335e-06 4.166665e-06 3.333335e-06 4.166665e-06 4.166665e-06
29.9358 0.02753335 0.01640915 0.00963835 0.005785 0.003475835 0.0021575 0.001335 0.000874165 0.000554165 0.0003516665 0.0002641665 0.0001691665 0.0001175 7e-05 4.166665e-05 3.833335e-05 2.166665e-05 1.583335e-05 1.833335e-05 7.5e-06 4.166665e-06 5.83335e-06 6.66665e-06 6.66665e-06 4.166665e-06
35.9381 0.0274275 0.01621335 0.00963835 0.00572 0.003526665 0.002201665 0.001299165 0.000844165 0.000531665 0.00034 0.0002466665 0.0001633335 0.0001016665 7.08335e-05 5.58335e-05 2.916665e-05 2.5e-05 1.583335e-05 1.416665e-05 1.416665e-05 5e-06 6.66665e-06 4.166665e-06 2.5e-06 8.33335e-07
43.144 0.02743 0.01622915 0.00968165 0.00588915 0.003545 0.002209165 0.0013675 0.00084 0.000551665 0.0003475 0.0002266665 0.0001475 0.0001066665 6.58335e-05 6.41665e-05 4.083335e-05 2.666665e-05 2.166665e-05 1.083335e-05 1.416665e-05 1.25e-05 7.5e-06 1.666665e-06 4.166665e-06 4.166665e-06
51.7947 0.02776085 0.0162525 0.00964585 0.00573835 0.003524165 0.00215 0.00141 0.000856665 0.000594165 0.00036 0.0002175 0.0001541665 0.0001233335 8.66665e-05 4.25e-05 3.666665e-05 2.5e-05 2e-05 1.583335e-05 1.166665e-05 4.166665e-06 3.333335e-06 5e-06 2.5e-06 5e-06
62.18 0.02746415 0.01610585 0.00955415 0.00583165 0.003610835 0.002151665 0.0013925 0.000898335 0.00054 0.00037 0.0002583335 0.0001766665 9.08335e-05 7.91665e-05 4.5e-05 4.666665e-05 1.75e-05 1.75e-05 1.25e-05 7.5e-06 1.166665e-05 7.5e-06 5e-06 3.333335e-06 3.333335e-06
74.6476 0.027535 0.01621665 0.0097475 0.00578165 0.003576665 0.002150835 0.0013275 0.000844165 0.000553335 0.0003308335 0.0002316665 0.0001608335 0.0001091665 6.75e-05 4.25e-05 3.416665e-05 2.416665e-05 2e-05 1.583335e-05 1e-05 5e-06 6.66665e-06 9.16665e-06 1.666665e-06 3.333335e-06
89.6151 0.027335 0.01620665 0.0097525 0.00569335 0.0035675 0.002085 0.0013625 0.0008475 0.000514165 0.00036 0.0002333335 0.0001675 9.16665e-05 8.25e-05 6e-05 3.333335e-05 3e-05 2.166665e-05 1.916665e-05 1.166665e-05 1.083335e-05 3.333335e-06 5.83335e-06 4.166665e-06 5e-06
107.584 0.02719085 0.01616665 0.00975585 0.00577835 0.003598335 0.002145835 0.001316665 0.000845 0.000550835 0.0003725 0.0002366665 0.00015 0.000105 7.66665e-05 4.25e-05 3.5e-05 2.833335e-05 2.166665e-05 1.333335e-05 1.333335e-05 7.5e-06 7.5e-06 5.83335e-06 2.5e-06 2.5e-06
129.155 0.02781335 0.01615335 0.00977915 0.0057125 0.003438335 0.002179165 0.001326665 0.000923335 0.000525835 0.0003308335 0.0002508335 0.0001658335 9.91665e-05 7.5e-05 4.75e-05 3.5e-05 3.083335e-05 1.916665e-05 1.5e-05 1.5e-05 1.083335e-05 7.5e-06 5e-06 6.66665e-06 5e-06
155.052 0.02737585 0.01617335 0.00965165 0.00588665 0.00355 0.002119165 0.001344165 0.000858335 0.000516665 0.0003525 0.000235 0.0001583335 7.83335e-05 7.41665e-05 4.916665e-05 3.5e-05 3.083335e-05 1.916665e-05 1.833335e-05 1.25e-05 9.16665e-06 4.166665e-06 5e-06 1.666665e-06 4.166665e-06
186.141 0.027735 0.0162725 0.0097325 0.0057925 0.003535 0.002174165 0.001321665 0.00086 0.0005675 0.000355 0.0002416665 0.0001491665 0.0001258335 7.5e-05 5.41665e-05 3.083335e-05 3.333335e-05 1.416665e-05 1.5e-05 1.416665e-05 1e-05 1e-05 3.333335e-06 1.666665e-06 5e-06
223.463 0.02764835 0.01626165 0.00959415 0.00581165 0.003636665 0.002124165 0.001350835 0.000856665 0.0005275 0.0003458335 0.0002158335 0.00013 0.0001041665 8e-05 5.41665e-05 3.666665e-05 3.166665e-05 1.5e-05 1.083335e-05 8.33335e-06 9.16665e-06 3.333335e-06 4.166665e-06 5.83335e-06 2.5e-06
268.27 0.02736335 0.01610415 0.00961835 0.00585665 0.003485835 0.002149165 0.001331665 0.000838335 0.000529165 0.0003333335 0.0002141665 0.0001658335 0.0001 7.5e-05 4e-05 3.5e-05 2.5e-05 2.083335e-05 1.25e-05 9.16665e-06 7.5e-06 5.83335e-06 5e-06 5e-06 3.333335e-06
322.06 0.0275475 0.0163225 0.00967335 0.0058725 0.0034625 0.002216665 0.0014 0.000846665 0.000548335 0.0003516665 0.000245 0.00017 9.58335e-05 8e-05 5.16665e-05 2.5e-05 2.833335e-05 2.333335e-05 1e-05 8.33335e-06 7.5e-06 8.33335e-06 1e-05 5.83335e-06 1.666665e-06
386.635 0.02749835 0.01612335 0.009655 0.00584165 0.003510835 0.002196665 0.001333335 0.000861665 0.000536665 0.0003533335 0.0002541665 0.0001491665 9.33335e-05 7.75e-05 5.75e-05 4.333335e-05 3e-05 2.5e-05 1.583335e-05 1.916665e-05 5e-06 6.66665e-06 6.66665e-06 5e-06 3.333335e-06
