0.0 0.0
0.823 7.625e-3
6.593 0.215
14.835 0.444
20.604 0.628
28.022 0.797
35.44 0.934
42.857 1.095
48.626 1.256
56.867 1.401
63.462 1.501
71.702 1.638
79.121 1.745
85.714 1.845
91.484 1.944
100.549 2.082
105.495 2.189
113.736 2.288
122.802 2.395
131.867 2.51
140.934 2.609
152.472 2.73
162.363 2.823
173.901 2.899
185.44 3.005
194.505 3.074
207.692 3.173
217.581 3.249
235.714 3.355
247.253 3.424
263.736 3.515
280.22 3.567
304.121 3.65
328.022 3.702
348.626 3.755
370.055 3.761
390.659 3.798
410.44 3.819
430.22 3.827
454.121 3.817
481.319 3.839
505.22 3.853
530.769 3.859
554.67 3.888
576.099 3.902
600.0 3.908
