0 0
1.048 0.147
1.96 0.527
2.567 0.847
3.357 1.246
4.299 1.698
4.846 1.955
5.363 2.19
6.031 2.459
6.791 2.767
7.459 2.988
8.219 3.245
8.918 3.474
9.92 3.729
10.952 3.971
11.926 4.161
13.414 4.41
14.508 4.573
15.845 4.744
17.334 4.908
18.914 5.032
20.676 5.15
21.831 5.203
23.289 5.281
24.17 5.32
25.537 5.347
26.874 5.392
30.794 5.464
32.89 5.491
34.713 5.51
36.992 5.53
38.42 5.543
